,Unnamed: 0.1,Unnamed: 0,Rank_x,Name,Team_x,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA_x,RA9_x,rRA9_x,rRA9pf_x,FIP_x,WHIP,WAR.1,image_url,team,player_id,play_type,Rank_y,Team_y,FIP_y,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA_y,RA9_y,rRA9_y,rRA9pf_y,FIP_y.1,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,ID,Pit_side
49,49,49,50,문동주,24 P,1.77,21,21,0,0,0,0,7,7,0,0,111.1,64,71,69.6,502,148,25,3,14,38,4,1,96,4,1,8,5.17,5.74,5.63,5.61,4.71,1.67,1.77,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,15013,우투우타,96,24 P,4.71,7.76,3.07,2.53,1.13,19.1,7.6,11.6,0.388,70.0,5.17,5.74,5.63,5.61,4.71,3.32,4.01,0.46,104.67,102.99,96.82,0.327,0.382,0.488,0.87,1899,90.4,17.1,3.78,15013,Right
50,50,50,51,김영규,24 P,1.74,42,0,42,4,0,0,4,2,1,14,45.2,16,19,17.2,183,40,4,0,3,14,1,0,48,2,0,1,3.15,3.74,3.39,3.53,3.37,1.18,1.74,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,13088,좌투좌타,9,24 P,3.37,9.46,2.76,3.43,0.59,26.2,7.7,18.6,0.322,70.6,3.15,3.74,3.39,3.53,3.37,2.67,3.17,-0.22,65.24,66.3,70.89,0.244,0.304,0.323,0.627,734,17.5,16.1,4.01,13088,Left
51,51,51,52,바리아,24 P,1.69,20,19,1,0,0,0,6,7,0,0,92.2,53,58,56.6,405,114,20,1,10,18,0,0,83,7,0,6,5.15,5.63,5.5,5.39,3.85,1.42,1.69,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,16150,우투우타,35,24 P,3.85,8.06,1.75,4.61,0.97,20.5,4.4,16.0,0.357,62.7,5.15,5.63,5.5,5.39,3.85,2.67,3.47,1.3,104.14,98.92,79.08,0.299,0.328,0.436,0.764,1602,80.1,17.3,3.96,16150,Right
52,52,52,53,전상현,24 P,1.64,66,0,66,16,0,0,10,5,7,19,66.0,30,32,33.75,272,55,7,2,5,20,5,1,54,1,0,2,4.09,4.36,4.6,4.7,4.18,1.14,1.64,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,12537,우투우타,49,24 P,4.18,7.36,2.73,2.7,0.68,19.9,7.4,12.5,0.267,65.8,4.09,4.36,4.6,4.7,4.18,3.39,3.9,-0.09,82.97,86.46,86.21,0.224,0.295,0.331,0.626,1088,16.5,16.5,4.0,12537,Right
53,53,53,54,최지광,24 P,1.63,35,0,35,1,0,0,3,2,0,7,36.1,9,9,12.25,154,22,6,1,1,21,4,2,38,0,1,2,2.23,2.23,3.03,2.85,3.96,1.18,1.63,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,12934,우투우타,38,24 P,3.96,9.41,5.2,1.81,0.25,24.7,13.6,11.0,0.236,82.6,2.23,2.23,3.03,2.85,3.96,3.73,4.08,-1.73,42.82,49.65,77.29,0.176,0.307,0.264,0.571,674,19.3,18.6,4.38,12934,Right
54,54,54,55,홍건희,24 P,1.59,65,0,65,18,0,0,4,3,9,11,59.1,18,22,27.65,264,55,6,1,5,33,5,4,45,2,0,5,2.73,3.34,4.19,4.36,5.19,1.48,1.59,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,10696,우투우타,131,24 P,5.19,6.83,5.01,1.36,0.76,17.0,12.5,4.5,0.294,82.6,2.73,3.34,4.19,4.36,5.19,4.29,4.85,-2.46,57.28,82.93,110.59,0.253,0.36,0.359,0.719,1034,15.9,17.4,3.92,10696,Right
55,55,55,56,에르난데스,24 P,1.59,11,9,2,1,0,0,3,2,1,1,47.0,21,21,19.45,195,41,6,1,5,16,2,0,55,1,0,1,4.02,4.02,3.72,3.92,3.73,1.21,1.59,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,16160,우투우타,29,24 P,3.73,10.53,3.06,3.44,0.96,28.2,8.2,20.0,0.308,73.1,4.02,4.02,3.72,3.92,3.73,2.56,3.0,0.29,84.37,74.66,79.46,0.233,0.303,0.364,0.667,792,72.0,16.9,4.06,16160,Right
56,56,56,57,한현희,24 P,1.58,57,5,52,5,0,0,5,3,0,8,76.1,44,45,44.45,342,92,18,1,7,24,10,1,70,3,0,4,5.19,5.31,5.24,4.97,4.38,1.52,1.58,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,10863,우언우타,65,24 P,4.38,8.25,2.83,2.92,0.83,20.5,7.0,13.5,0.371,69.8,5.19,5.31,5.24,4.97,4.38,3.38,3.79,0.81,99.96,86.79,85.74,0.305,0.371,0.44,0.811,1321,23.2,17.3,3.86,10863,Right
57,57,57,58,산체스,24 P,1.48,11,11,0,0,0,0,2,3,0,0,53.1,25,28,25.8,245,60,9,1,2,21,10,1,56,4,1,2,4.22,4.73,4.35,4.43,3.82,1.52,1.48,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,15643,좌투좌타,32,24 P,3.82,9.45,3.54,2.67,0.34,22.9,8.6,14.3,0.374,71.6,4.22,4.73,4.35,4.43,3.82,3.47,3.69,0.4,85.35,81.35,78.58,0.283,0.373,0.363,0.736,960,87.3,18.0,3.92,15643,Left
58,58,58,59,우규민,24 P,1.48,45,0,45,15,0,0,4,1,1,4,43.1,12,14,15.9,181,47,7,2,1,2,2,0,39,4,0,0,2.49,2.91,3.3,3.15,2.51,1.13,1.48,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,10523,우언우타,1,24 P,2.51,8.1,0.42,19.5,0.21,21.5,1.1,20.4,0.338,74.0,2.49,2.91,3.3,3.15,2.51,2.35,2.95,-0.02,49.38,56.56,50.54,0.272,0.283,0.353,0.636,695,15.4,16.0,3.84,10523,Right
59,59,59,60,이재학,24 P,1.45,21,21,0,0,0,0,3,12,0,0,104.1,64,68,66.25,462,108,27,3,17,42,4,0,97,3,0,2,5.52,5.87,5.71,5.86,5.18,1.44,1.45,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,10220,우언우타,130,24 P,5.18,8.37,3.62,2.31,1.47,21.0,9.1,11.9,0.31,66.2,5.52,5.87,5.71,5.86,5.18,3.36,3.97,0.34,114.22,110.01,108.93,0.266,0.339,0.473,0.812,1814,86.4,17.4,3.93,10220,Right
60,60,60,61,발라조빅,24 P,1.44,12,11,1,0,0,0,2,6,0,1,57.0,27,29,28.0,250,54,13,1,3,28,2,0,69,1,0,2,4.26,4.58,4.42,4.67,3.22,1.44,1.44,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,16155,우투우타,8,24 P,3.22,10.9,4.42,2.46,0.47,27.6,11.2,16.4,0.343,68.8,4.26,4.58,4.42,4.67,3.22,2.89,3.43,1.04,89.44,88.89,68.7,0.248,0.337,0.358,0.695,1067,88.9,18.7,4.27,16155,Right
61,61,61,62,최원준,24 P,1.42,24,24,0,0,0,0,6,7,0,0,110.0,79,79,70.35,490,125,24,2,21,34,10,1,72,3,0,1,6.46,6.46,5.76,5.94,6.07,1.45,1.42,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,12852,우언우타,197,24 P,6.07,5.89,2.78,2.12,1.72,14.7,6.9,7.8,0.296,64.3,6.46,6.46,5.76,5.94,6.07,3.94,4.47,0.39,135.61,113.04,129.52,0.283,0.346,0.489,0.835,1929,80.4,17.5,3.94,12852,Right
62,62,62,63,김재윤,24 P,1.42,65,0,65,21,0,0,4,8,11,25,66.0,30,37,37.45,284,58,9,1,13,25,1,5,51,5,0,2,4.09,5.05,5.11,4.81,5.69,1.26,1.42,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,11489,우투우타,176,24 P,5.69,6.96,3.41,2.04,1.77,18.0,8.8,9.2,0.238,71.2,4.09,5.05,5.11,4.81,5.69,3.48,4.3,-1.6,78.57,83.79,111.09,0.232,0.301,0.432,0.733,1092,16.8,16.5,3.85,11489,Right
63,63,63,64,최준호,24 P,1.4,17,15,2,0,0,0,3,6,0,0,72.1,41,44,41.7,314,69,8,2,11,30,4,0,58,2,0,6,5.1,5.47,5.19,5.24,5.46,1.37,1.4,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,15508,우투우타,159,24 P,5.46,7.22,3.73,1.93,1.37,18.5,9.6,8.9,0.275,67.0,5.1,5.47,5.19,5.24,5.46,3.77,4.33,-0.36,107.03,99.63,116.45,0.246,0.328,0.407,0.735,1227,72.2,17.0,3.91,15508,Right
64,64,64,65,알드레드,24 P,1.37,9,9,0,1,1,1,3,2,0,0,43.2,22,24,20.35,184,38,4,0,4,17,2,0,52,4,0,1,4.53,4.95,4.19,4.18,3.66,1.26,1.37,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,16151,좌투좌타,24,24 P,3.66,10.72,3.5,3.06,0.82,28.3,9.2,19.0,0.318,64.7,4.53,4.95,4.19,4.18,3.66,2.65,3.12,0.87,91.97,76.88,75.46,0.235,0.313,0.333,0.646,748,83.1,17.1,4.07,16151,Left
65,65,65,66,알칸타라,24 P,1.36,12,12,0,0,0,0,2,2,0,0,64.1,34,35,34.65,270,58,8,3,10,22,2,0,34,3,0,0,4.76,4.9,4.85,5.09,5.88,1.24,1.36,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,13941,우투우타,185,24 P,5.88,4.76,3.08,1.55,1.4,12.6,8.1,4.4,0.24,69.1,4.76,4.9,4.85,5.09,5.88,4.14,4.87,-1.13,99.79,96.86,125.46,0.238,0.306,0.418,0.724,1043,86.9,16.2,3.86,13941,Right
66,66,66,67,곽도규,24 P,1.33,71,0,71,3,0,0,4,2,2,16,55.2,22,24,28.6,248,43,7,0,4,34,4,1,64,5,0,7,3.56,3.88,4.62,4.56,4.24,1.38,1.33,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,15435,좌투좌타,54,24 P,4.24,10.35,5.5,1.88,0.65,25.8,13.7,12.1,0.279,76.0,3.56,3.88,4.62,4.56,4.24,3.46,3.95,-0.68,72.14,83.79,87.4,0.207,0.329,0.298,0.627,1068,15.0,19.2,4.31,15435,Left
67,67,67,68,김태훈,24 P,1.32,56,0,56,8,0,0,3,2,0,23,52.1,23,24,25.55,225,49,8,1,6,19,4,1,37,2,1,2,3.96,4.13,4.39,4.34,5.16,1.3,1.32,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,10871,우투우타,125,24 P,5.16,6.36,3.27,1.95,1.03,16.4,8.4,8.0,0.27,75.0,3.96,4.13,4.39,4.34,5.16,3.91,4.44,-1.2,75.97,75.6,100.68,0.243,0.32,0.381,0.701,870,15.5,16.6,3.87,10871,Right
68,68,68,69,최지강,24 P,1.26,55,0,55,4,0,0,3,1,1,15,50.0,18,19,24.55,222,48,7,2,6,24,6,2,45,2,0,3,3.24,3.42,4.42,4.52,5.18,1.44,1.26,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,15127,우투좌타,128,24 P,5.18,8.1,4.32,1.88,1.08,20.3,10.8,9.5,0.3,84.3,3.24,3.42,4.42,4.52,5.18,3.83,4.26,-1.94,67.98,85.98,110.34,0.253,0.353,0.405,0.758,878,16.0,17.6,3.96,15127,Right
69,69,69,70,크로우,24 P,1.25,8,8,0,0,0,0,5,1,0,0,40.1,16,19,18.0,172,41,7,0,2,12,1,1,43,1,0,0,3.57,4.24,4.02,4.21,3.05,1.31,1.25,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,16087,우투우타,3,24 P,3.05,9.6,2.68,3.58,0.45,25.0,7.0,18.0,0.342,68.6,3.57,4.24,4.02,4.21,3.05,2.53,3.24,0.52,72.41,77.48,62.79,0.259,0.314,0.342,0.656,710,88.8,17.6,4.13,16087,Right
70,70,70,71,황준서,24 P,1.24,36,11,25,6,0,0,2,8,0,1,72.0,43,44,44.05,341,80,16,0,9,51,5,0,70,1,1,3,5.38,5.5,5.51,5.42,5.67,1.82,1.24,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,16107,좌투좌타,174,24 P,5.67,8.75,6.38,1.37,1.13,20.5,15.0,5.6,0.348,74.8,5.38,5.5,5.51,5.42,5.67,4.29,4.73,-0.29,108.74,99.51,116.51,0.287,0.401,0.441,0.842,1412,39.2,19.6,4.14,16107,Left
71,71,71,72,김진성,24 P,1.23,71,0,71,6,0,0,3,3,1,27,70.1,31,34,38.35,294,62,11,1,11,23,7,3,61,4,0,2,3.97,4.35,4.91,5.13,5.17,1.21,1.23,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,11166,우투우타,127,24 P,5.17,7.81,2.94,2.65,1.41,20.7,7.8,12.9,0.27,75.3,3.97,4.35,4.91,5.13,5.17,3.44,3.85,-1.2,83.23,97.64,110.24,0.239,0.316,0.417,0.733,1144,16.1,16.3,3.89,11166,Right
72,72,72,73,김도현,24 P,1.23,35,10,25,6,0,0,4,6,0,3,75.0,41,45,45.85,345,87,11,1,9,31,9,0,59,2,0,4,4.92,5.4,5.5,5.42,5.31,1.57,1.23,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,14128,우투우타,144,24 P,5.31,7.08,3.72,1.9,1.08,17.1,9.0,8.1,0.335,71.9,4.92,5.4,5.5,5.42,5.31,3.99,4.43,-0.39,99.79,99.68,109.53,0.291,0.372,0.425,0.797,1330,38.0,17.7,3.86,14128,Right
73,73,73,74,황동재,24 P,1.18,15,6,9,2,0,0,1,2,0,0,42.0,19,20,20.0,180,38,9,1,2,18,4,0,30,0,0,5,4.07,4.29,4.29,4.25,4.6,1.33,1.18,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,14615,우투우타,83,24 P,4.6,6.43,3.86,1.67,0.43,16.7,10.0,6.7,0.29,70.2,4.07,4.29,4.29,4.25,4.6,4.12,4.6,-0.53,78.2,73.97,89.86,0.248,0.337,0.359,0.696,707,47.1,16.8,3.93,14615,Right
74,74,74,75,이승현,24 P,1.17,60,0,60,9,0,0,6,2,1,9,60.1,30,31,34.15,265,68,14,2,6,23,3,0,51,1,0,2,4.48,4.62,5.09,4.82,4.61,1.51,1.17,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,10527,우투우타,84,24 P,4.61,7.61,3.43,2.22,0.9,19.2,8.7,10.6,0.343,73.3,4.48,4.62,5.09,4.82,4.61,3.55,4.13,-0.13,85.95,83.9,89.89,0.292,0.356,0.446,0.802,1107,18.5,18.3,4.18,10527,Right
75,75,75,76,박진,24 P,1.12,38,3,35,11,0,0,2,4,1,0,49.1,24,28,27.65,214,60,9,1,4,11,2,0,35,0,0,4,4.38,5.11,5.04,4.72,4.21,1.44,1.12,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,14163,우투우타,51,24 P,4.21,6.39,2.01,3.18,0.73,16.4,5.1,11.2,0.352,67.2,4.38,5.11,5.04,4.72,4.21,3.38,4.05,0.17,84.36,82.42,82.38,0.311,0.346,0.43,0.776,802,21.1,16.3,3.75,14163,Right
76,76,76,77,김상수,24 P,1.12,74,0,74,10,0,0,8,4,2,17,73.2,34,40,45.4,322,71,11,1,5,26,5,2,56,6,1,6,4.15,4.89,5.55,5.38,4.33,1.32,1.12,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,10427,우투우타,62,24 P,4.33,6.84,3.18,2.15,0.61,17.4,8.1,9.3,0.297,65.3,4.15,4.89,5.55,5.38,4.33,3.61,4.28,-0.17,80.04,93.99,84.72,0.255,0.325,0.356,0.681,1186,16.0,16.1,3.68,10427,Right
77,77,77,78,박상원,24 P,1.11,65,0,65,9,0,0,3,3,2,16,66.2,34,38,38.25,278,57,18,0,2,22,7,0,65,3,0,8,4.59,5.13,5.16,5.12,3.47,1.19,1.11,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,12871,우투우타,12,24 P,3.47,8.78,2.97,2.95,0.27,23.4,7.9,15.5,0.304,57.8,4.59,5.13,5.16,5.12,3.47,3.19,3.54,1.12,92.86,93.93,71.28,0.232,0.31,0.329,0.639,1115,17.2,16.7,4.01,12871,Right
78,78,78,79,문승원,24 P,1.06,62,0,62,37,0,0,6,1,20,6,60.0,30,33,35.75,265,67,7,0,10,24,1,3,53,3,0,2,4.5,4.95,5.36,5.05,5.16,1.52,1.06,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,10783,우투우타,126,24 P,5.16,7.95,3.6,2.21,1.5,20.0,9.1,10.9,0.324,75.6,4.5,4.95,5.36,5.05,5.16,3.3,4.09,-0.66,87.75,89.32,102.31,0.283,0.348,0.439,0.787,1056,17.0,17.6,3.98,10783,Right
79,79,79,80,유영찬,24 P,1.06,62,0,62,50,0,0,7,5,26,1,63.2,21,24,35.5,286,61,15,0,2,30,3,3,77,3,2,5,2.97,3.39,5.02,5.22,3.06,1.43,1.06,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,14669,우투우타,4,24 P,3.06,10.89,4.24,2.57,0.28,26.9,10.5,16.4,0.343,76.9,2.97,3.39,5.02,5.22,3.06,2.78,3.43,-0.09,62.28,99.22,65.22,0.246,0.331,0.331,0.662,1105,17.8,17.4,3.86,14669,Right
80,80,80,81,백정현,24 P,1.05,17,15,2,1,0,0,6,5,0,0,78.2,52,56,54.8,360,104,15,2,13,27,1,1,56,4,0,0,5.95,6.41,6.27,5.83,5.45,1.67,1.05,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,10363,좌투좌타,157,24 P,5.45,6.41,3.09,2.07,1.49,15.6,7.5,8.1,0.35,66.7,5.95,6.41,6.27,5.83,5.45,3.6,4.43,0.5,114.26,101.49,106.37,0.319,0.37,0.497,0.867,1288,75.8,16.4,3.58,10363,Left
81,81,81,82,송영진,24 P,1.04,26,20,6,2,0,0,5,10,0,0,99.1,64,74,68.15,456,112,19,2,10,51,1,0,67,7,2,8,5.8,6.7,6.17,6.06,5.33,1.64,1.04,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,15462,우투양타,145,24 P,5.33,6.07,4.62,1.31,0.91,14.7,11.2,3.5,0.317,60.0,5.8,6.7,6.17,6.06,5.33,4.23,4.98,0.46,113.08,107.19,105.7,0.283,0.364,0.417,0.781,1815,69.8,18.3,3.98,15462,Right
82,82,82,83,이민우,24 P,0.99,64,0,64,7,0,0,2,1,1,10,55.0,23,25,31.35,235,56,10,2,5,23,1,0,49,2,0,1,3.76,4.09,5.13,4.97,4.41,1.44,0.99,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,13003,우투우타,68,24 P,4.41,8.02,3.76,2.13,0.82,20.9,9.8,11.1,0.333,75.3,3.76,4.09,5.13,4.97,4.41,3.42,4.07,-0.64,76.14,91.21,90.59,0.277,0.346,0.421,0.767,989,15.5,18.0,4.21,13003,Right
83,83,83,84,주승우,24 P,0.98,55,0,55,35,0,0,4,6,14,5,51.2,25,25,26.55,225,50,14,1,4,18,5,5,43,2,0,1,4.35,4.35,4.62,4.94,4.18,1.32,0.98,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,15067,우투우타,48,24 P,4.18,7.49,3.14,2.39,0.7,19.1,8.0,11.1,0.305,71.6,4.35,4.35,4.62,4.94,4.18,3.36,4.07,0.17,92.67,95.28,90.39,0.255,0.33,0.398,0.728,781,14.2,15.1,3.47,15067,Right
84,84,84,85,이상민,24 P,0.94,37,0,37,6,0,0,2,1,1,8,30.0,13,13,11.6,121,31,5,0,2,6,4,0,12,0,0,2,3.9,3.9,3.48,3.52,5.03,1.23,0.94,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,11169,좌투좌타,113,24 P,5.03,3.6,1.8,2.0,0.6,9.9,5.0,5.0,0.302,73.7,3.9,3.9,3.48,3.52,5.03,4.34,4.8,-1.13,74.9,61.33,98.1,0.282,0.342,0.382,0.724,416,11.2,13.9,3.44,11169,Left
85,85,85,86,한승혁,24 P,0.94,70,0,70,4,0,0,5,5,0,19,62.2,35,39,37.1,289,63,7,1,2,38,6,2,64,2,0,6,5.03,5.6,5.33,5.27,4.2,1.61,0.94,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,10812,우투좌타,50,24 P,4.2,9.19,5.46,1.68,0.29,22.1,13.1,9.0,0.347,65.4,5.03,5.6,5.33,5.27,4.2,3.91,4.32,0.82,101.69,96.76,86.4,0.264,0.374,0.326,0.7,1210,17.3,19.3,4.19,10812,Right
86,86,86,87,라우어,24 P,0.89,7,7,0,0,0,0,2,2,0,0,34.2,19,19,17.8,150,35,7,1,3,12,3,0,37,0,0,0,4.93,4.93,4.62,4.7,3.9,1.36,0.89,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,16161,좌투우타,37,24 P,3.9,9.61,3.12,3.08,0.78,24.7,8.0,16.7,0.337,67.4,4.93,4.93,4.62,4.7,3.9,2.98,3.4,1.03,100.05,86.43,80.43,0.259,0.333,0.393,0.726,608,86.9,17.5,4.05,16161,Left
87,87,87,88,한재승,24 P,0.88,51,0,51,12,0,0,1,2,0,6,45.1,20,21,24.2,201,37,7,1,2,27,3,0,44,2,0,6,3.97,4.17,4.8,4.84,4.35,1.41,0.88,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,14764,우투우타,63,24 P,4.35,8.74,5.36,1.63,0.4,21.9,13.4,8.5,0.282,71.9,3.97,4.17,4.8,4.84,4.35,3.92,4.39,-0.38,82.15,90.76,91.45,0.222,0.335,0.311,0.646,815,16.0,18.0,4.05,14764,Right
88,88,88,89,조상우,24 P,0.87,44,0,44,7,0,0,0,1,6,9,39.2,14,17,18.85,171,40,6,0,2,20,0,1,36,0,0,1,3.18,3.86,4.28,4.66,4.02,1.51,0.87,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,11126,우투우타,42,24 P,4.02,8.17,4.54,1.8,0.45,21.1,11.7,9.4,0.342,75.4,3.18,3.86,4.28,4.66,4.02,3.53,4.28,-0.84,67.59,89.96,86.83,0.272,0.355,0.354,0.709,652,14.8,16.4,3.81,11126,Right
89,89,89,90,한두솔,24 P,0.86,69,0,69,8,0,0,2,1,0,3,59.1,33,40,35.9,273,62,10,2,3,31,3,2,68,5,0,1,5.01,6.07,5.45,5.24,3.61,1.57,0.86,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,13228,좌투좌타,19,24 P,3.61,10.32,4.7,2.19,0.46,24.9,11.4,13.6,0.36,60.9,5.01,6.07,5.45,5.24,3.61,3.09,3.77,1.4,97.61,92.73,71.5,0.267,0.357,0.366,0.723,1071,15.5,18.1,3.92,13228,Left
90,90,90,91,임정호,24 P,0.85,65,0,65,10,0,0,1,6,2,9,55.0,27,32,31.65,243,54,8,1,3,25,3,3,46,3,0,0,4.42,5.24,5.18,5.28,4.22,1.44,0.85,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,11168,좌투좌타,53,24 P,4.22,7.53,4.09,1.84,0.49,18.9,10.3,8.6,0.321,64.1,4.42,5.24,5.18,5.28,4.22,3.67,4.36,0.2,91.41,99.01,88.79,0.263,0.347,0.356,0.703,981,15.1,17.8,4.04,11168,Left
91,91,91,92,김유영,24 P,0.84,53,2,51,6,0,0,1,2,1,6,47.2,20,27,25.7,212,50,7,0,2,16,4,0,42,8,1,3,3.78,5.1,4.85,4.99,3.8,1.38,0.84,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,11229,좌투좌타,31,24 P,3.8,7.93,3.02,2.63,0.38,19.8,7.5,12.3,0.331,64.2,3.78,5.1,4.85,4.99,3.8,3.4,3.93,-0.02,79.23,94.89,80.95,0.269,0.335,0.339,0.674,847,16.0,17.8,4.0,11229,Left
92,92,92,93,정현수,24 P,0.83,18,4,14,0,0,0,1,1,0,1,23.2,12,12,10.75,104,20,7,0,0,12,2,0,25,1,0,0,4.56,4.56,4.09,3.85,3.39,1.35,0.83,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,16090,좌투좌타,11,24 P,3.39,9.51,4.56,2.08,0.0,24.0,11.5,12.5,0.328,64.7,4.56,4.56,4.09,3.85,3.39,3.49,3.9,1.17,87.93,67.25,66.42,0.235,0.34,0.318,0.658,425,23.6,18.0,4.09,16090,Left
93,93,93,94,김인범,24 P,0.79,19,14,5,4,0,0,2,7,0,0,63.1,38,40,39.3,297,75,8,1,9,31,8,0,27,2,1,3,5.4,5.68,5.58,5.77,6.73,1.67,0.79,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,14480,우투우타,230,24 P,6.73,3.84,4.41,0.87,1.28,9.1,10.4,-1.3,0.3,73.3,5.4,5.68,5.58,5.77,6.73,5.18,5.56,-1.33,114.91,111.26,145.61,0.294,0.386,0.439,0.825,1129,59.4,17.8,3.8,14480,Right
94,94,94,95,김민규,24 P,0.75,13,4,9,4,0,0,0,1,0,0,25.0,12,14,12.15,117,23,7,2,4,19,4,0,19,1,0,3,4.32,5.04,4.37,4.3,7.06,1.68,0.75,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,13072,우투좌타,239,24 P,7.06,6.84,6.84,1.0,1.44,16.2,16.2,0.0,0.271,80.0,4.32,5.04,4.37,4.3,7.06,5.28,5.4,-2.74,90.64,81.84,150.43,0.247,0.397,0.495,0.892,452,34.8,18.1,3.86,13072,Right
95,95,95,96,장민재,24 P,0.74,26,0,26,9,0,0,1,1,0,0,29.0,10,10,12.75,138,46,7,0,2,7,1,0,17,0,0,5,3.1,3.1,3.96,3.88,4.41,1.83,0.74,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,10610,우투우타,69,24 P,4.41,5.28,2.17,2.43,0.62,12.3,5.1,7.2,0.404,86.3,3.1,3.1,3.96,3.88,4.41,3.73,4.53,-1.31,62.78,71.21,90.66,0.362,0.397,0.465,0.862,509,19.6,17.6,3.69,10610,Right
96,96,96,97,시라카와,24 P,0.72,12,12,0,0,0,0,4,5,0,0,57.1,36,41,37.75,264,59,6,1,6,33,3,0,46,4,0,5,5.65,6.44,5.93,6.0,5.39,1.6,0.72,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,16148,우투우타,149,24 P,5.39,7.22,5.18,1.39,0.94,17.4,12.5,4.9,0.305,62.1,5.65,6.44,5.93,6.0,5.39,4.23,4.81,0.27,115.21,110.92,111.57,0.263,0.363,0.379,0.742,1053,87.8,18.4,3.99,16148,Right
97,97,97,98,김서현,24 P,0.71,37,0,37,5,0,0,1,2,0,10,38.1,16,20,20.15,178,31,6,2,0,32,4,0,43,2,0,3,3.76,4.7,4.73,4.93,4.31,1.64,0.71,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,15421,우투우타,61,24 P,4.31,10.1,7.51,1.34,0.0,24.2,18.0,6.2,0.316,70.1,3.76,4.7,4.73,4.93,4.31,4.39,4.66,-0.55,76.0,90.35,88.53,0.22,0.379,0.291,0.67,699,18.9,18.2,3.93,15421,Right
