,Unnamed: 0.1,Unnamed: 0,Rank_x,Name,Team_x,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA_x,RA9_x,rRA9_x,rRA9pf_x,FIP_x,WHIP,WAR.1,image_url,team,player_id,play_type,Rank_y,Team_y,FIP_y,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA_y,RA9_y,rRA9_y,rRA9pf_y,FIP_y.1,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,ID,Pit_side
270,270,270,271,최이준,24 P,-0.7,23,0,23,11,0,0,3,0,0,0,24.2,20,22,27.85,126,40,6,1,3,16,1,1,17,1,0,1,7.3,8.03,10.16,9.76,6.06,2.27,-0.7,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,13169,우투우타,196,24 P,6.06,6.2,5.84,1.06,1.1,13.5,12.7,0.8,0.425,66.0,7.3,8.03,10.16,9.76,6.06,4.74,5.3,1.24,140.61,170.49,118.66,0.385,0.46,0.548,1.008,479,20.8,19.4,3.8,13169,Right
271,271,271,272,김동혁,24 P,-0.72,17,0,17,8,0,0,0,2,0,0,22.1,17,21,23.75,102,27,5,1,7,10,2,0,9,1,0,0,6.85,8.46,9.57,9.86,8.59,1.66,-0.72,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,14674,우언우타,267,24 P,8.59,3.63,4.03,0.9,2.82,8.8,9.8,-1.0,0.274,62.1,6.85,8.46,9.57,9.86,8.59,5.0,5.52,-1.74,145.78,190.18,185.7,0.318,0.386,0.647,1.033,418,24.6,18.7,4.1,14674,Right
272,272,272,273,이우찬,24 P,-0.73,42,1,41,3,0,0,3,2,0,6,33.2,33,35,33.15,172,42,6,1,2,30,1,0,31,4,1,6,8.82,9.36,8.86,8.94,5.46,2.14,-0.73,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,10749,좌투좌타,158,24 P,5.46,8.29,8.02,1.03,0.54,18.0,17.4,0.6,0.374,54.3,8.82,9.36,8.86,8.94,5.46,4.85,5.33,3.36,185.09,169.99,116.39,0.3,0.427,0.4,0.827,678,16.1,20.1,3.94,10749,Left
273,273,273,274,이재익,24 P,-0.76,9,0,9,1,0,0,1,0,0,0,9.2,19,19,17.75,58,29,3,0,2,4,0,0,6,0,0,0,17.69,17.69,16.53,17.15,6.39,3.41,-0.76,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,13244,좌투좌타,211,24 P,6.39,5.59,3.72,1.5,1.86,10.3,6.9,3.4,0.587,46.7,17.69,17.69,16.53,17.15,6.39,4.05,4.99,11.3,339.75,298.67,124.77,0.537,0.569,0.704,1.273,222,24.7,23.0,3.83,13244,Left
274,274,274,275,문용익,24 P,-0.79,12,0,12,4,0,0,0,0,0,0,17.0,23,27,28.55,99,23,4,0,2,22,2,0,17,3,0,2,12.18,14.29,15.11,15.15,7.48,2.65,-0.79,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,12885,우투우타,251,24 P,7.48,9.0,11.65,0.77,1.06,17.2,22.2,-5.1,0.382,45.5,12.18,14.29,15.11,15.15,7.48,6.18,6.01,4.7,241.27,272.25,150.53,0.315,0.48,0.452,0.932,377,31.4,22.2,3.81,12885,Right
275,275,275,276,윤중현,24 P,-0.82,11,0,11,4,0,0,0,0,0,0,10.1,16,17,19.25,62,22,2,1,4,9,3,1,4,1,0,0,13.94,14.81,16.77,16.88,11.14,3.0,-0.82,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,13122,우언우타,276,24 P,11.14,3.48,7.84,0.44,3.48,6.5,14.5,-8.1,0.429,60.7,13.94,14.81,16.77,16.88,11.14,6.68,6.37,2.8,282.64,310.37,229.57,0.458,0.548,0.792,1.34,239,21.7,23.1,3.85,13122,Right
276,276,276,277,더거,24 P,-0.84,6,6,0,0,0,0,0,3,0,0,22.2,32,33,33.0,116,37,7,3,2,10,3,0,18,1,0,0,12.71,13.1,13.1,12.8,5.04,2.07,-0.84,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,16141,우투우타,115,24 P,5.04,7.15,3.97,1.8,0.79,15.5,8.6,6.9,0.422,36.2,12.71,13.1,13.1,12.8,5.04,4.1,4.57,7.66,247.78,226.3,99.92,0.366,0.431,0.554,0.985,457,76.2,20.2,3.94,16141,Right
277,277,277,278,한승주,24 P,-0.95,18,0,18,6,0,0,0,2,0,0,22.0,28,31,30.15,120,45,6,1,2,10,3,0,14,2,0,1,11.45,12.68,12.33,12.5,5.52,2.5,-0.95,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,14621,우투우타,165,24 P,5.52,5.73,4.09,1.4,0.82,11.7,8.3,3.3,0.483,49.1,11.45,12.68,12.33,12.5,5.52,4.57,5.0,5.93,231.73,229.2,113.53,0.433,0.492,0.567,1.059,457,25.4,20.8,3.81,14621,Right
278,278,278,279,이용찬,24 P,-1.14,57,0,57,36,0,0,3,9,16,2,54.1,37,48,46.5,262,82,20,3,6,21,2,1,49,5,0,6,6.13,7.95,7.7,8.0,4.57,1.9,-1.14,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,10217,우투우타,79,24 P,4.57,8.12,3.48,2.33,0.99,18.7,8.0,10.7,0.425,58.8,6.13,7.95,7.7,8.0,4.57,3.37,4.12,1.56,126.8,150.01,96.11,0.353,0.409,0.543,0.952,1042,18.3,19.2,3.98,10217,Right
279,279,279,280,김명신,24 P,-1.42,35,0,35,5,0,0,2,1,0,4,32.2,34,34,38.5,168,63,7,0,8,8,2,0,25,1,0,1,9.37,9.37,10.61,11.17,6.15,2.17,-1.42,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,12847,우투우타,200,24 P,6.15,6.89,2.2,3.13,2.2,14.9,4.8,10.1,0.447,62.9,9.37,9.37,10.61,11.17,6.15,3.39,4.19,3.22,196.53,212.44,131.11,0.409,0.44,0.61,1.05,650,18.6,19.9,3.87,12847,Right
